Course Session,Course,Professor,Bulletin,First Year Cirriculum,Credit-Hours,Term,Description,Year Begin,Year End,Course Category
Conveyances (1947-1948),Conveyances,Marion Rice Kirkwood,1947-1948,,,,,1947,1948,Trusts & Estates
Wills (1947-1948),Wills,Lowell Turrentine,1947-1948,,,,,1947,1948,Trusts & Estates
Future Interests (1947-1948),Future Interests,Lowell Turrentine,1947-1948,,,,,1947,1948,Trusts & Estates
Water Rights (1947-1948),Water Rights,Marion Rice Kirkwood,1947-1948,,,,,1947,1948,"Environmental, Natural Resources, Land Use & Water Law"
Equity (1947-1948),Equity,Marion Rice Kirkwood,1947-1948,,,,,1947,1948,"Contracts, Torts & Remedies"
Restitution (1947-1948),Restitution,Gordon Kendall Scott,1947-1948,,,,,1947,1948,"Contracts, Torts & Remedies"
Trusts (1947-1948),Trusts,George Edward Osborne,1947-1948,,,,,1947,1948,Trusts & Estates
Office Practice (1947-1948),Office Practice,James Emmet Brenner,1947-1948,,,,,1947,1948,"Professional Skills, Practice & Ethics"
Code Pleading (1947-1948),Code Pleading,William Brownlee Owens,1947-1948,,,,,1947,1948,Pleading
Evidence (1947-1948),Evidence,John Bingham Hurlbut,1947-1948,,,,,1947,1948,Evidence
Practice (1947-1948),Practice,William Brownlee Owens,1947-1948,,,,,1947,1948,"Professional Skills, Practice & Ethics"
Federal Jurisdiction and Procedure (1947-1948),Federal Jurisdiction and Procedure,Lowell Turrentine,1947-1948,,,,,1947,1948,Courts & Jurisprudence
Persons (1947-1948),Persons,Richard Shipman Young,1947-1948,,,,,1947,1948,Family Law
Private International Law (Conflict of Laws) (1947-1948),Private International Law (Conflict of Laws),"""John Richard McDonough, Jr.""",1947-1948,,,,,1947,1948,International & Comparative Law
International Law and Organization (1947-1948),International Law and Organization,Charles Fairman,1947-1948,,,,,1947,1948,International & Comparative Law
Constitutional Law (1947-1948),Constitutional Law,Stanley Morrison,1947-1948,,,,,1947,1948,Constitutional Law
Public Utilities (1947-1948),Public Utilities,Ferdinand Fairfax Stone,1947-1948,,,,,1947,1948,Administrative Law & Regulation
Municipal Corporations (1947-1948),Municipal Corporations,Gordon Kendall Scott,1947-1948,,,,,1947,1948,Local Law
Taxation (1947-1948),Taxation,Stanley Morrison,1947-1948,,,,,1947,1948,Tax
Administrative Law (1947-1948),Administrative Law,Lowell Turrentine,1947-1948,,,,,1947,1948,Administrative Law & Regulation
Trade Regulation (1947-1948),Trade Regulation,"Ferdinand Fairfax Stone,""John Richard McDonough, Jr.""",1947-1948,,,,,1947,1948,Administrative Law & Regulation
Labor Law (1947-1948),Labor Law,James Emmet Brenner,1947-1948,,,,,1947,1948,Labor Law
Directed Research (1947-1948),Directed Research,,1947-1948,,,,,1947,1948,Independent Study
Special Study (1947-1948),Special Study,"""Samuel David Thurman, Jr.""",1947-1948,,,,,1947,1948,Independent Study
Moot Court (1947-1948),Moot Court,,1947-1948,,,,,1947,1948,Research & Writing
Patent Law (1947-1948),Patent Law,Leonard Saxton Lyon,1947-1948,,,,,1947,1948,Intellectual Property
Business Law I (1948-1949),Business Law I,Harry John Rathbun,1948-1949,,,,,1948,1949,Corporate Law
Business Law II (1948-1949),Business Law II,Harry John Rathbun,1948-1949,,,,,1948,1949,Corporate Law
Law Problems in Business (1948-1949),Law Problems in Business,Harry John Rathbun,1948-1949,,,,,1948,1949,Corporate Law
Remedies and Personal Property (1948-1949),Remedies and Personal Property,George Edward Osborne,1948-1949,,,,,1948,1949,"Contracts, Torts & Remedies"
Contracts (1948-1949),Contracts,John Bingham Hurlbut,1948-1949,,,,,1948,1949,"Contracts, Torts & Remedies"
Torts (1948-1949),Torts,"""Samuel David Thurman, Jr.""",1948-1949,,,,,1948,1949,"Contracts, Torts & Remedies"
Criminal Law (1948-1949),Criminal Law,Richard Shipman Young,1948-1949,,,,,1948,1949,Criminal Law & Procedure
Real Property (1948-1949),Real Property,Marion Rice Kirkwood,1948-1949,,,,,1948,1949,Property
Agency (1948-1949),Agency,Carl Bernhardt Spaeth,1948-1949,,,,,1948,1949,Agency
Legal Bibliography and Brief Making (1948-1949),Legal Bibliography and Brief Making,James Emmet Brenner,1948-1949,,,,,1948,1949,Research & Writing
Legislation and Jurisprudence (1948-1949),Legislation and Jurisprudence,,1948-1949,,,,,1948,1949,"Politics, Policy & Legislation"
The Legal Profession (1948-1949),The Legal Profession,Lowell Turrentine,1948-1949,,,,,1948,1949,"Professional Skills, Practice & Ethics"
Sales (1948-1949),Sales,Richard Shipman Young,1948-1949,,,,,1948,1949,Consumer & Commercial Law
Bills and Notes (1948-1949),Bills and Notes,Charles Edward Corker,1948-1949,,,,,1948,1949,Consumer & Commercial Law
Mortgages (1948-1949),Mortgages,Charles Edward Corker,1948-1949,,,,,1948,1949,Consumer & Commercial Law
Creditors' Rights (1948-1949),Creditors' Rights,Charles Edward Corker,1948-1949,,,,,1948,1949,Consumer & Commercial Law
Legal Accounting (1948-1949),Legal Accounting,,1948-1949,,,,,1948,1949,"Professional Skills, Practice & Ethics"
Private Corporations (1948-1949),Private Corporations,William Brownlee Owens,1948-1949,,,,,1948,1949,Corporate Law
Corporate Reorganization and Finance (1948-1949),Corporate Reorganization and Finance,Carl Bernhardt Spaeth,1948-1949,,,,,1948,1949,Corporate Law
Conveyances (1948-1949),Conveyances,Marion Rice Kirkwood,1948-1949,,,,,1948,1949,Trusts & Estates
Wills (1948-1949),Wills,Lowell Turrentine,1948-1949,,,,,1948,1949,Trusts & Estates
Future Interests (1948-1949),Future Interests,Lowell Turrentine,1948-1949,,,,,1948,1949,Trusts & Estates
Water Rights (1948-1949),Water Rights,Marion Rice Kirkwood,1948-1949,,,,,1948,1949,"Environmental, Natural Resources, Land Use & Water Law"
Equity (1948-1949),Equity,Marion Rice Kirkwood,1948-1949,,,,,1948,1949,"Contracts, Torts & Remedies"
Restitution (1948-1949),Restitution,,1948-1949,,,,,1948,1949,"Contracts, Torts & Remedies"
Trusts (1948-1949),Trusts,George Edward Osborne,1948-1949,,,,,1948,1949,Trusts & Estates
Office Practice (1948-1949),Office Practice,James Emmet Brenner,1948-1949,,,,,1948,1949,"Professional Skills, Practice & Ethics"
Code Pleading (1948-1949),Code Pleading,William Brownlee Owens,1948-1949,,,,,1948,1949,Pleading
Evidence (1948-1949),Evidence,John Bingham Hurlbut,1948-1949,,,,,1948,1949,Evidence
Practice (1948-1949),Practice,William Brownlee Owens,1948-1949,,,,,1948,1949,"Professional Skills, Practice & Ethics"
Federal Jurisdiction and Procedure (1948-1949),Federal Jurisdiction and Procedure,Lowell Turrentine,1948-1949,,,,,1948,1949,Courts & Jurisprudence
Persons (1948-1949),Persons,Richard Shipman Young,1948-1949,,,,,1948,1949,Family Law
Private International Law (Conflict of Laws) (1948-1949),Private International Law (Conflict of Laws),"""John Richard McDonough, Jr.""",1948-1949,,,,,1948,1949,International & Comparative Law
International Law and Organization (1948-1949),International Law and Organization,Charles Fairman,1948-1949,,,,,1948,1949,International & Comparative Law
Constitutional Law (1948-1949),Constitutional Law,Stanley Morrison,1948-1949,,,,,1948,1949,Constitutional Law
Public Utilities (1948-1949),Public Utilities,,1948-1949,,,,,1948,1949,Administrative Law & Regulation
Municipal Corporations (1948-1949),Municipal Corporations,,1948-1949,,,,,1948,1949,Local Law
Taxation (1948-1949),Taxation,Stanley Morrison,1948-1949,,,,,1948,1949,Tax
Administrative Law (1948-1949),Administrative Law,Phil C. Neal,1948-1949,,,,,1948,1949,Administrative Law & Regulation
Trade Regulation (1948-1949),Trade Regulation,Phil C. Neal,1948-1949,,,,,1948,1949,Administrative Law & Regulation
Labor Law (1948-1949),Labor Law,James Emmet Brenner,1948-1949,,,,,1948,1949,Labor Law
Directed Research (1948-1949),Directed Research,,1948-1949,,,,,1948,1949,Independent Study
Special Study (1948-1949),Special Study,"""Samuel David Thurman, Jr.""",1948-1949,,,Summer,,1949,1949,Independent Study
Law Internship (1948-1949),Law Internship,,1948-1949,,,Summer,,1949,1949,Independent Study
Moot Court (1948-1949),Moot Court,,1948-1949,,,,,1948,1949,Research & Writing
Patent Law (1948-1949),Patent Law,Leonard Saxton Lyon,1948-1949,,,,,1948,1949,Intellectual Property
Business Law I (1949-1950),Business Law I,Harry John Rathbun,1949-1950,,,,,1949,1950,Corporate Law
Business Law I (1949-1950),Business Law I,Carl Trygve Running,1949-1950,,,,,1949,1950,Corporate Law
Business Law II (1949-1950),Business Law II,Harry John Rathbun,1949-1950,,,,,1949,1950,Corporate Law
Business Law II (1949-1950),Business Law II,Carl Trygve Running,1949-1950,,,,,1949,1950,Corporate Law
Law Problems in Business (1949-1950),Law Problems in Business,Harry John Rathbun,1949-1950,,,,,1949,1950,Corporate Law
Personal Property (1949-1950),Personal Property,Cyril C. Means,1949-1950,,,,,1949,1950,Property
Contracts (1949-1950),Contracts,Harold Shepherd,1949-1950,,,,,1949,1950,"Contracts, Torts & Remedies"
Torts (1949-1950),Torts,"""Samuel David Thurman, Jr.""",1949-1950,,,,,1949,1950,"Contracts, Torts & Remedies"
Criminal Law (1949-1950),Criminal Law,John Bingham Hurlbut,1949-1950,,,,,1949,1950,Criminal Law & Procedure
Real Property (1949-1950),Real Property,Marion Rice Kirkwood,1949-1950,,,,,1949,1950,Property
Agency (1949-1950),Agency,Carl Bernhardt Spaeth,1949-1950,,,,,1949,1950,Agency
Legal Bibliography and Brief Making (1949-1950),Legal Bibliography and Brief Making,James Emmet Brenner,1949-1950,,,,,1949,1950,Research & Writing
Procedure (1949-1950),Procedure,,1949-1950,,,,,1949,1950,Civil Law & Procedure
Introduction to Equity (1949-1950),Introduction to Equity,Marion Rice Kirkwood,1949-1950,,,,,1949,1950,Introduction to Law
Legal Writing (1949-1950),Legal Writing,,1949-1950,,,,,1949,1950,Research & Writing
The Legal Profession (1949-1950),The Legal Profession,Lowell Turrentine,1949-1950,,,,,1949,1950,"Professional Skills, Practice & Ethics"
Insurance (1949-1950),Insurance,,1949-1950,,,,,1949,1950,Consumer & Commercial Law
Sales (1949-1950),Sales,Charles Edward Corker,1949-1950,,,,,1949,1950,Consumer & Commercial Law
Bills and Notes (1949-1950),Bills and Notes,Charles Edward Corker,1949-1950,,,,,1949,1950,Consumer & Commercial Law
Mortgages (1949-1950),Mortgages,Charles Edward Corker,1949-1950,,,,,1949,1950,Consumer & Commercial Law
Creditors' Rights (1949-1950),Creditors' Rights,Charles Edward Corker,1949-1950,,,,,1949,1950,Consumer & Commercial Law
Legal Accounting (1949-1950),Legal Accounting,,1949-1950,,,,,1949,1950,"Professional Skills, Practice & Ethics"
Private Corporations (1949-1950),Private Corporations,William Brownlee Owens,1949-1950,,,,,1949,1950,Corporate Law
Corporate Reorganization and Finance (1949-1950),Corporate Reorganization and Finance,Carl Bernhardt Spaeth,1949-1950,,,,,1949,1950,Corporate Law
Admiralty (1949-1950),Admiralty,Stanley Morrison,1949-1950,,,,,1949,1950,International & Comparative Law
Conveyances (1949-1950),Conveyances,Marion Rice Kirkwood,1949-1950,,,,,1949,1950,Trusts & Estates
Wills (1949-1950),Wills,Lowell Turrentine,1949-1950,,,,,1949,1950,Trusts & Estates
Future Interests (1949-1950),Future Interests,Lowell Turrentine,1949-1950,,,,,1949,1950,Trusts & Estates
Water Rights (1949-1950),Water Rights,Marion Rice Kirkwood,1949-1950,,,,,1949,1950,"Environmental, Natural Resources, Land Use & Water Law"
Equity (1949-1950),Equity,Harold Shepherd,1949-1950,,,,,1949,1950,"Contracts, Torts & Remedies"
Restitution (1949-1950),Restitution,Cyril C. Means,1949-1950,,,,,1949,1950,"Contracts, Torts & Remedies"
Trusts (1949-1950),Trusts,,1949-1950,,,,,1949,1950,Trusts & Estates
Office Practice (1949-1950),Office Practice,James Emmet Brenner,1949-1950,,,,,1949,1950,"Professional Skills, Practice & Ethics"
Code Pleading (1949-1950),Code Pleading,William Brownlee Owens,1949-1950,,,,,1949,1950,Pleading
Evidence (1949-1950),Evidence,John Bingham Hurlbut,1949-1950,,,,,1949,1950,Evidence
Practice (1949-1950),Practice,William Brownlee Owens,1949-1950,,,,,1949,1950,"Professional Skills, Practice & Ethics"
Federal Jurisdiction and Procedure (1949-1950),Federal Jurisdiction and Procedure,Lowell Turrentine,1949-1950,,,,,1949,1950,Courts & Jurisprudence
Persons (1949-1950),Persons,,1949-1950,,,,,1949,1950,Family Law
Conflict of Laws (1949-1950),Conflict of Laws,,1949-1950,,,,,1949,1950,Civil Law & Procedure
International Law and Organization (1949-1950),International Law and Organization,Charles Fairman,1949-1950,,,,,1949,1950,International & Comparative Law
Constitutional Law (1949-1950),Constitutional Law,Stanley Morrison,1949-1950,,,,,1949,1950,Constitutional Law
Advanced Problems in Constitutional Law (1949-1950),Advanced Problems in Constitutional Law,Charles Fairman,1949-1950,,,,,1949,1950,Constitutional Law
Public Utilities (1949-1950),Public Utilities,Phil C. Neal,1949-1950,,,,,1949,1950,Administrative Law & Regulation
Municipal Corporations (1949-1950),Municipal Corporations,Lowell Turrentine,1949-1950,,,,,1949,1950,Local Law
Taxation (1949-1950),Taxation,Stanley Morrison,1949-1950,,,,,1949,1950,Tax
Advanced Problems in Taxation (1949-1950),Advanced Problems in Taxation,"""Samuel David Thurman, Jr.""",1949-1950,,,,,1949,1950,Tax
Administrative Law (1949-1950),Administrative Law,Phil C. Neal,1949-1950,,,,,1949,1950,Administrative Law & Regulation
Trade Regulation (1949-1950),Trade Regulation,Phil C. Neal,1949-1950,,,,,1949,1950,Administrative Law & Regulation
Labor Law (1949-1950),Labor Law,Sylvester Garrett,1949-1950,,,,,1949,1950,Labor Law
Problems in Collective Bargaining (1949-1950),Problems in Collective Bargaining,Sylvester Garrett,1949-1950,,,,,1949,1950,Labor Law
Federal Legislation Seminar (1949-1950),Federal Legislation Seminar,,1949-1950,,,,,1949,1950,"Politics, Policy & Legislation"
Directed Research (1949-1950),Directed Research,,1949-1950,,,,,1949,1950,Independent Study
Special Study (1949-1950),Special Study,,1949-1950,,,Summer,,1950,1950,Independent Study
Law Review Seminar (1949-1950),Law Review Seminar,,1949-1950,,,,,1949,1950,Law Review & Moot Court
Law Internship (1949-1950),Law Internship,,1949-1950,,,Summer,,1950,1950,Independent Study
Moot Court (1949-1950),Moot Court,,1949-1950,,,,,1949,1950,Research & Writing
Patent Law (1949-1950),Patent Law,Leonard Saxton Lyon,1949-1950,,,,,1949,1950,Intellectual Property
Business Law I (1950-1951),Business Law I,Harry John Rathbun,1950-1951,,,,,1950,1951,Corporate Law
Business Law I (1950-1951),Business Law I,Carl Trygve Running,1950-1951,,,,,1950,1951,Corporate Law
Business Law II (1950-1951),Business Law II,Harry John Rathbun,1950-1951,,,,,1950,1951,Corporate Law
Business Law II (1950-1951),Business Law II,Carl Trygve Running,1950-1951,,,,,1950,1951,Corporate Law
Law Problems in Business (1950-1951),Law Problems in Business,Harry John Rathbun,1950-1951,,,,,1950,1951,Corporate Law
Remedies and Personal Property (1950-1951),Remedies and Personal Property,George Edward Osborne,1950-1951,,,,,1950,1951,"Contracts, Torts & Remedies"
Contracts (1950-1951),Contracts,Harold Shepherd,1950-1951,,,,,1950,1951,"Contracts, Torts & Remedies"
Torts (1950-1951),Torts,"""Samuel David Thurman, Jr.""",1950-1951,,,,,1950,1951,"Contracts, Torts & Remedies"
Criminal Law (1950-1951),Criminal Law,John Bingham Hurlbut,1950-1951,,,,,1950,1951,Criminal Law & Procedure
Equity—Real Property (1950-1951),Equity—Real Property,Marion Rice Kirkwood,1950-1951,,,,,1950,1951,Property
Agency (1950-1951),Agency,Carl Bernhardt Spaeth,1950-1951,,,,,1950,1951,Agency
Legal Bibliography and Brief Making (1950-1951),Legal Bibliography and Brief Making,James Emmet Brenner,1950-1951,,,,,1950,1951,Research & Writing
Legal Writing (1950-1951),Legal Writing,,1950-1951,,,,,1950,1951,Research & Writing
Commercial Law I (1950-1951),Commercial Law I,Charles Edward Corker,1950-1951,,,,,1950,1951,Consumer & Commercial Law
Private Corporations (1950-1951),Private Corporations,Carl Bernhardt Spaeth,1950-1951,,,,,1950,1951,Corporate Law
Conveyances (1950-1951),Conveyances,Marion Rice Kirkwood,1950-1951,,,,,1950,1951,Trusts & Estates
Contract Remedies and Restitution (1950-1951),Contract Remedies and Restitution,Harold Shepherd,1950-1951,,,,,1950,1951,"Contracts, Torts & Remedies"
Trusts (1950-1951),Trusts,George Edward Osborne,1950-1951,,,,,1950,1951,Trusts & Estates
Code Pleading (1950-1951),Code Pleading,William Brownlee Owens,1950-1951,,,,,1950,1951,Pleading
Constitutional Law (1950-1951),Constitutional Law,Stanley Morrison,1950-1951,,,,,1950,1951,Constitutional Law
The Legal Profession (1950-1951),The Legal Profession,Lowell Turrentine,1950-1951,,,,,1950,1951,"Professional Skills, Practice & Ethics"
Commercial Law II (1950-1951),Commercial Law II,Charles Edward Corker,1950-1951,,,,,1950,1951,Consumer & Commercial Law
Mortgages (1950-1951),Mortgages,George Edward Osborne,1950-1951,,,,,1950,1951,Consumer & Commercial Law
Creditors' Rights (1950-1951),Creditors' Rights,Charles Edward Corker,1950-1951,,,,,1950,1951,Consumer & Commercial Law
Legal Accounting (1950-1951),Legal Accounting,,1950-1951,,,Summer,,1951,1951,"Professional Skills, Practice & Ethics"
Corporate Reorganization and Finance (1950-1951),Corporate Reorganization and Finance,Carl Bernhardt Spaeth,1950-1951,,,,,1950,1951,Corporate Law
Admiralty (1950-1951),Admiralty,Stanley Morrison,1950-1951,,,,,1950,1951,International & Comparative Law
Wills (1950-1951),Wills,Lowell Turrentine,1950-1951,,,,,1950,1951,Trusts & Estates
Future Interests (1950-1951),Future Interests,Lowell Turrentine,1950-1951,,,,,1950,1951,Trusts & Estates
Water Rights (1950-1951),Water Rights,Marion Rice Kirkwood,1950-1951,,,,,1950,1951,"Environmental, Natural Resources, Land Use & Water Law"
Office Practice (1950-1951),Office Practice,James Emmet Brenner,1950-1951,,,,,1950,1951,"Professional Skills, Practice & Ethics"
Evidence (1950-1951),Evidence,John Bingham Hurlbut,1950-1951,,,,,1950,1951,Evidence
Practice (1950-1951),Practice,William Brownlee Owens,1950-1951,,,,,1950,1951,"Professional Skills, Practice & Ethics"
Federal Jurisdiction and Procedure (1950-1951),Federal Jurisdiction and Procedure,"""Samuel David Thurman, Jr.""",1950-1951,,,,,1950,1951,Courts & Jurisprudence
Persons (1950-1951),Persons,Sylvester Garrett,1950-1951,,,,,1950,1951,Family Law
Conflict of Laws (1950-1951),Conflict of Laws,Sylvester Garrett,1950-1951,,,,,1950,1951,Civil Law & Procedure
